"","x","y","r","circular","leaf","depth","name","level","shortName","new_label","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6","mean","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean_KO","mean_OE","mean_WT","KOWT_logFC","KOWT_logCPM","KOWT_PValue","KOWT_FDR","KOWT_level","KOWT_Kingdom","KOWT_Phylum","KOWT_Class","KOWT_Order","KOWT_Family","KOWT_Genus","KOWT_Species","KOWT_MeanA","KOWT_MeanB","KOWT_KO1","KOWT_KO2","KOWT_KO3","KOWT_KO4","KOWT_KO5","KOWT_KO6","KOWT_WT1","KOWT_WT2","KOWT_WT3","KOWT_WT4","KOWT_WT5","KOWT_WT6","ggraph.orig_index","ggraph.index"
"ASV--ASV_2",-0.604112477374223,0.250843932903665,0.111339010298252,FALSE,TRUE,7,"ASV--ASV_2",8,"ASV_2",NA,0.0599012315571272,0.0344837230115225,0.0614745586708204,0.0594256317785262,0.0751009630319975,0.0501804856705316,0.0200375117224133,0.015167236328125,0.0358501609599063,0.0391377983063895,0.0288329937041881,0.0201841247745895,0.0347426718897744,0.0395838284612744,0.0233673356247921,0.0308725201551881,0.0405156537753223,0.0321400289451408,0.0389443587982016,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Pelomonas","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Pelomonas--S_--Pelomonas_puraquae",0.0567610989534209,0.0265349709659353,0.0335370064752487,0.879,15.522,0.0189371589365409,0.192641175281847,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","Pelomonas_puraquae",5.676,3.354,5.99,3.448,6.147,5.943,7.51,5.018,3.474,3.958,2.337,3.087,4.052,3.214,19,186
"ASV--ASV_20",1.08092573580518,-0.269133868073148,0.0464470908045769,FALSE,TRUE,7,"ASV--ASV_20",8,"ASV_20",NA,0.00576149250091452,0.0121657903568632,0.00223260643821391,0.00689454005462597,0.00403852127990059,0.00437541019470575,0.00225070334479525,0.003631591796875,0.00143400643839625,0.00560431100846805,0.00349767328690045,0.0033851118352368,0.00678103471565582,0.00779001293934353,0.00296596074952877,0.00374212365517431,0.0423031090889394,0.00314027470576991,0.00677745968835042,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Amycolatopsis","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Amycolatopsis--S_--Unassigned",0.00591139347087066,0.00330056628511197,0.0111204193090686,-0.968,13.081,0.127133346664913,0.461172770297483,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Unassigned",0.591,1.112,0.576,1.217,0.223,0.689,0.404,0.438,0.678,0.779,0.297,0.374,4.23,0.314,20,187
"ASV--ASV_21",0.816764477331663,-0.211251063237779,0.0429852902889252,FALSE,TRUE,7,"ASV--ASV_21",8,"ASV_21",NA,0.00442019265943178,0.0103199463027184,0.00514018691588785,0.00315557794807881,0.00261468364916641,0.00382848392036753,0.00512660206314473,0.005950927734375,0.00456540825285338,0.00474210931485758,0.00583959366160771,0.00499857635483565,0.00578143995677428,0.00837096305685389,0.00551613260893669,0.00800704399746856,0.0101289134438306,0.00598017530924879,0.00580483095280209,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Kribbella","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Kribbella--S_--Kribbella_catacumbae",0.0049131785659418,0.00520386956361234,0.00729744472885213,-0.565,12.576,0.145637483395265,0.492611686298354,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Kribbella","Kribbella_catacumbae",0.491,0.73,0.442,1.032,0.514,0.316,0.261,0.383,0.578,0.837,0.552,0.801,1.013,0.598,21,188
"ASV--ASV_2105",-0.255663087750098,-0.581477954317289,0.0307905599474907,FALSE,TRUE,7,"ASV--ASV_2105",8,"ASV_2105",NA,0.00256066333373979,0.00288063541783197,0.00285565939771547,0.00328816525682162,0.00269234751993373,0.00300809450886021,0.00328227571115974,0.002197265625,0.00231196956394498,0.00243264049268668,0.00745156482861401,0.00256256129583347,0.00235039848709982,0.00287834376402862,0.00304911852755294,0.0023938585147071,0.00219369515762106,0.00322219491548565,0.00297841401770205,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Unassigned--S_--Unassigned",0.0028809275724838,0.00337304625287315,0.0026812682277492,0.214,11.479,0.502452825309388,0.819652280113499,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unassigned","Unassigned",0.288,0.268,0.256,0.288,0.286,0.329,0.269,0.301,0.235,0.288,0.305,0.239,0.219,0.322,22,189
"ASV--ASV_2157",-0.324847213606855,-0.0272540397281029,0.0270818322896957,FALSE,TRUE,7,"ASV--ASV_2157",8,"ASV_2157",NA,0.000853554444579929,0.000251706007383376,0.000856697819314642,0.00137890801092519,0.00525525525525526,0.00057427258805513,0.00143794935917474,0.010040283203125,0.000409716125256073,0.00209391839876828,0.00520088810486937,0.00158182796039103,0.000189112521950561,0.000633763764556762,0.00304911852755294,0.000522796687119941,0.00449572094030983,0.00264875344747549,0.00230412462033686,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Pseudomonas","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Pseudomonas--S_--Unassigned",0.00152839902091892,0.00346076385859742,0.00192321098149425,-0.017,10.869,0.982468939882845,0.994674652117757,"NotSig","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unassigned",0.153,0.192,0.085,0.025,0.086,0.138,0.526,0.057,0.019,0.063,0.305,0.052,0.45,0.265,23,190
"ASV--ASV_22",-0.596446571177611,-0.571584709174995,0.0425543300807476,FALSE,TRUE,7,"ASV--ASV_22",8,"ASV_22",NA,0.00597488111205951,0.00570533616735653,0.00807372793354102,0.0063907082814033,0.00587656622139381,0.00593415007656968,0.00806502031884964,0.004730224609375,0.00430201931518876,0.00523479599692071,0.00559627725904072,0.00686513334809706,0.0041874915574767,0.00464760094008292,0.00643086816720257,0.00440249841785213,0.00441447297150905,0.00557057426067011,0.00568901927525496,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00632589496538731,0.00579891180791198,0.00494225105246558,0.486,12.492,0.134024551815877,0.471834180459029,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.633,0.494,0.597,0.571,0.807,0.639,0.588,0.593,0.419,0.465,0.643,0.44,0.441,0.557,24,191
"ASV--ASV_23",1.11189584354286,-0.351482890077921,0.0415330715477467,FALSE,TRUE,7,"ASV--ASV_23",8,"ASV_23",NA,0.00371905865138398,0.0123056270276317,0.0132139148494289,0.00238657155737053,0.00494459977218598,0.00801246991905491,0.00231322288215067,0.002471923828125,0.00207784606379865,0.00406466512702078,0.0051704735545485,0.00218292258533962,0.00429555585573416,0.00609997623385883,0.0034649074176738,0.0135651982500069,0.004062398440039,0.00319488817891374,0.00541923445523698,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Amycolatopsis","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Amycolatopsis--S_--Amycolatopsis_keratiniphila_subsp._keratiniphila",0.00743037362950933,0.00304684234016387,0.00578048739603773,0.434,12.722,0.392751862191934,0.740325098169692,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_keratiniphila_subsp._keratiniphila",0.743,0.578,0.372,1.231,1.321,0.239,0.494,0.801,0.43,0.61,0.346,1.357,0.406,0.319,25,192
"ASV--ASV_24",-0.682676336168024,-0.186731065192121,0.0416115894913673,FALSE,TRUE,7,"ASV--ASV_24",8,"ASV_24",NA,0.00539568345323741,0.00444680613043965,0.0129023883696781,0.0130996261037893,0.00880190535362949,0.00705534893896303,0.00325101594248203,0.001953125,0.00441908106526193,0.0029869130100077,0.00398430609203443,0.00499857635483565,0.00291773605295151,0.00612638305738203,0.00321543408360129,0.00599840409432353,0.00327700140829813,0.00308566123262609,0.00543974420797452,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae--G_--Sphingomonas","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae--G_--Sphingomonas--S_--Unassigned",0.00861695972495617,0.00359883624410362,0.00410343665486376,1.198,12.724,0.00753820013467646,0.131220171080494,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned",0.862,0.41,0.54,0.445,1.29,1.31,0.88,0.706,0.292,0.613,0.322,0.6,0.328,0.309,26,193
"ASV--ASV_25",1.19447574457645,-0.214957159599754,0.0432038232684135,FALSE,TRUE,7,"ASV--ASV_25",8,"ASV_25",NA,0.00353615412754542,0.00374762277659693,0.029595015576324,0.00156453024316512,0.00082841462151807,0.00188689564646686,0.00800250078149422,0.004486083984375,0.00222417325139011,0.00554272517321016,0.00514005900422762,0.00379638710493847,0.00380926651357558,0.000765797882172753,0.008094023727686,0.0067138100872245,0.00563319250352075,0.0101854127413233,0.00586400365259749,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Actinophytocola","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Actinophytocola--S_--Actinophytocola_burenkhanensis",0.0068597721652694,0.00486532154993926,0.00586691724258381,0.493,12.686,0.50516759691072,0.821024665622534,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Actinophytocola_burenkhanensis",0.686,0.587,0.354,0.375,2.96,0.156,0.083,0.189,0.381,0.077,0.809,0.671,0.563,1.019,27,194
"ASV--ASV_26",1.2776778426672,-0.196862888954427,0.0419430620968342,FALSE,TRUE,7,"ASV--ASV_26",8,"ASV_26",NA,0.00512132666747958,0.00506208748182123,0.00314122533748702,0.0104478799289332,0.00160505332919126,0.00084773572522424,0.00684588934041888,0.00836181640625,0.00913081650570676,0.00280215550423403,0.00565710635968247,0.00398620646018539,0.0100769958125084,0.00203332541128628,0.00468455482869498,0.00247640536004182,0.000270826562669267,0.0169301766745856,0.00552675464980003,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Actinophytocola","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Actinophytocola--S_--Actinophytocola_burenkhanensis",0.00437088474502276,0.00613066509607959,0.00607871410829773,-0.328,12.299,0.630413676787771,0.876530979766474,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Actinophytocola_burenkhanensis",0.437,0.608,0.512,0.506,0.314,1.045,0.161,0.085,1.008,0.203,0.468,0.248,0.027,1.693,28,195
"ASV--ASV_27",-0.42823380920596,-0.543774329165646,0.040962278842926,FALSE,TRUE,7,"ASV--ASV_27",8,"ASV_27",NA,0.00582246067552737,0.00696386620427341,0.00526998961578401,0.00315557794807881,0.00398674536605571,0.00555130168453292,0.00803376055017193,0.0048828125,0.00427275387767047,0.00434180138568129,0.00577876456096597,0.00664367743364232,0.00456571660137782,0.00475322823417571,0.00643086816720257,0.00509038879564153,0.00319575343949735,0.00614401572868027,0.00527130459827553,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Bradyrhizobium","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Bradyrhizobium--S_--Bradyrhizobium_neotropicale",0.00512499024904204,0.00565892838468866,0.00502999516109587,0.116,12.309,0.72007354429836,0.917473891239189,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_neotropicale",0.512,0.503,0.582,0.696,0.527,0.316,0.399,0.555,0.457,0.475,0.643,0.509,0.32,0.614,29,196
"ASV--ASV_28",0.561640727095131,-0.485347448518575,0.0489590018987656,FALSE,TRUE,7,"ASV--ASV_28",8,"ASV_28",NA,0.00801731496159005,0.00889361226087929,0.00150571131879543,0.0116942006311156,0.00344309827068448,0.00505906803762853,0.00500156298843389,0.008544921875,0.00453614281533509,0.00797536566589684,0.00760363758021838,0.00575785377582334,0.0108064298257463,0.0119886978795321,0.00676349927929926,0.00891505929615057,0.0123226086014516,0.00671745719669042,0.00753034679223729,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Actinocorallia","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Actinocorallia--S_--Actinocorallia_herbida",0.00643550091344889,0.00656991411678459,0.00958562534647838,-0.579,12.969,0.192032883717553,0.552370194269806,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinocorallia","Actinocorallia_herbida",0.644,0.959,0.802,0.889,0.151,1.169,0.344,0.506,1.081,1.199,0.676,0.892,1.232,0.672,30,197
"ASV--ASV_29",-0.525007256112161,-0.528725836489324,0.0407550856471062,FALSE,TRUE,7,"ASV--ASV_29",8,"ASV_29",NA,0.003505670040239,0.00318827609352277,0.00906022845275182,0.00509135265572379,0.0100445272859066,0.00669984686064318,0.00334479524851516,0.0054931640625,0.00269242025168276,0.00378752886836028,0.00523130265519024,0.00211964946692398,0.00480886127245711,0.00607356941033563,0.00315999556491851,0.0051179044107531,0.0090456071931535,0.00546134731438246,0.00521811372821999,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00626498356479786,0.00377814342552874,0.00561121419433339,0.319,12.621,0.484686466240082,0.806879151620106,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.626,0.561,0.351,0.319,0.906,0.509,1.004,0.67,0.481,0.607,0.316,0.512,0.905,0.546,31,198
"ASV--ASV_3",-0.156123590045767,0.0582214351822359,0.0907337889075279,FALSE,TRUE,7,"ASV--ASV_3",8,"ASV_3",NA,0.01731496159005,0.0128649737107059,0.0233385254413292,0.0239187504972024,0.0317386351869111,0.0233810982279589,0.0189746795873711,0.013946533203125,0.0309628328943518,0.0319014626635874,0.0254569786185711,0.0213230409060711,0.0281237336215048,0.0474266550476643,0.0282459252688768,0.033018738133891,0.0326346008016466,0.0209715736872286,0.0258635388382248,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Rhizobacter","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Rhizobacter--S_--Rhizobacter_bergeniae",0.0220928241090262,0.0237609213121796,0.0317368710934687,-0.401,14.765,0.31917051193288,0.679453068025515,"NotSig","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Rhizobacter","Rhizobacter_bergeniae",2.209,3.174,1.731,1.286,2.334,2.392,3.174,2.338,2.812,4.743,2.825,3.302,3.263,2.097,32,199
"ASV--ASV_30",-1.00825518232703,0.251072307415611,0.0401079915463924,FALSE,TRUE,7,"ASV--ASV_30",8,"ASV_30",NA,0.00527374710401171,0.00332811276429131,0.0044392523364486,0.00535652727320941,0.00525525525525526,0.00776635309560271,0.00415754923413567,0.00335693359375,0.00629206906643254,0.00886836027713626,0.00425803704492229,0.00316365592078206,0.00510603809266514,0.00528136470463968,0.00557157112761947,0.00481523264452577,0.00408948109630593,0.00458753174408127,0.00505372624310084,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Burkholderiales_incertae_sedis","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Burkholderiales_incertae_sedis--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Burkholderiales_incertae_sedis--G_--Unassigned--S_--Unassigned",0.00523654130480316,0.00501610085619314,0.00490853656830621,0.202,12.341,0.55745981825627,0.841293653335908,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Unassigned","Unassigned",0.524,0.491,0.527,0.333,0.444,0.536,0.526,0.777,0.511,0.528,0.557,0.482,0.409,0.459,33,200
"ASV--ASV_31",0.846857186465733,0.106122730484487,0.0421431884169579,FALSE,TRUE,7,"ASV--ASV_31",8,"ASV_31",NA,0.00542616754054384,0.00475444680613044,0.00469885773624091,0.00734533690435152,0.00147561354457906,0.00694596368409538,0.00553297905595499,0.006072998046875,0.00690664325431665,0.00588144726712856,0.0066607865202713,0.0043025720522636,0.00664595434283399,0.0048852623517917,0.00612595631444728,0.00517293564097625,0.00733939984833713,0.00425985090521832,0.00557962065646422,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Actinoplanes","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Actinoplanes--S_--Unassigned",0.00510773103599019,0.00589290436613502,0.00573822656726744,-0.118,12.409,0.760173916203509,0.928944530205031,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes","Unassigned",0.511,0.574,0.543,0.475,0.47,0.735,0.148,0.695,0.665,0.489,0.613,0.517,0.734,0.426,34,201
"ASV--ASV_32",-0.600853031881427,0.0314044277496416,0.0396935865283012,FALSE,TRUE,7,"ASV--ASV_32",8,"ASV_32",NA,0.00551761980246311,0.0042790021255174,0.00379023883696781,0.00379199703004428,0.00305477891684788,0.00415663968497047,0.00675211003438575,0.004425048828125,0.00436055019022534,0.00498845265588915,0.0055050336080781,0.00613749248631719,0.0052141023909226,0.00596794211624284,0.00679121853864065,0.0043199515725174,0.00379157187736973,0.00625324267496791,0.00494983296502737,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Kinneretia","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Kinneretia--S_--Kinneretia_asaccharophila",0.00409837939946849,0.00536144796717009,0.00538967152844352,-0.313,12.213,0.319572701451237,0.679453068025515,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia","Kinneretia_asaccharophila",0.41,0.539,0.552,0.428,0.379,0.379,0.305,0.416,0.521,0.597,0.679,0.432,0.379,0.625,35,202
"ASV--ASV_33",-1.04689635879977,-0.266138383286152,0.044103279709816,FALSE,TRUE,7,"ASV--ASV_33",8,"ASV_33",NA,0.00631020607243019,0.00503412014766752,0.00371235721703011,0.00387154941528997,0.00225225225225225,0.00511376066506235,0.00834635823694905,0.00543212890625,0.00553116769095698,0.00554272517321016,0.00717783387572615,0.00828877851244899,0.00599756855328921,0.00554543293987166,0.00931367113870717,0.00696145062322868,0.00701440797313401,0.00854700854700855,0.00611070988558406,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.0043823742949554,0.00671983206592355,0.00722992329587321,-0.655,12.479,0.0387358835637005,0.267870793954747,"NotSig","Bacteria","Proteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.438,0.723,0.631,0.503,0.371,0.387,0.225,0.511,0.6,0.555,0.931,0.696,0.701,0.855,36,203
