"","x","y","r","circular","leaf","depth","name","level","shortName","new_label","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6","mean","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean_KO","mean_OE","mean_WT","KOWT_logFC","KOWT_logCPM","KOWT_PValue","KOWT_FDR","KOWT_level","KOWT_Kingdom","KOWT_Phylum","KOWT_Class","KOWT_Order","KOWT_Family","KOWT_Genus","KOWT_Species","KOWT_MeanA","KOWT_MeanB","KOWT_KO1","KOWT_KO2","KOWT_KO3","KOWT_KO4","KOWT_KO5","KOWT_KO6","KOWT_WT1","KOWT_WT2","KOWT_WT3","KOWT_WT4","KOWT_WT5","KOWT_WT6","ggraph.orig_index","ggraph.index"
"ASV--ASV_34",0.688862613596893,-0.092622970543871,0.0393022820353508,FALSE,TRUE,7,"ASV--ASV_34",8,"ASV_34",NA,0.00286550420680405,0.00632061751873811,0.00249221183800623,0.00535652727320941,0.000517759138448794,0.00191424196018377,0.00512660206314473,0.0037841796875,0.00406789581504243,0.00560431100846805,0.00523130265519024,0.00313201936157424,0.00794272592192354,0.00955927011539782,0.00648630668588535,0.00627356024543929,0.00696024266060015,0.00371371617378007,0.00485272190718535,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Kineosporiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Kineosporiaceae--G_--Kineosporia","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Kineosporiaceae--G_--Kineosporia--S_--Kineosporia_rhamnosa",0.00324447698923173,0.00449105176515328,0.00682263696717104,-1.093,12.299,0.0226447882699607,0.208065634286379,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Kineosporia","Kineosporia_rhamnosa",0.324,0.682,0.287,0.632,0.249,0.536,0.052,0.191,0.794,0.956,0.649,0.627,0.696,0.371,37,204
"ASV--ASV_36",-1.11367564856217,0.521030022424379,0.0388204753398895,FALSE,TRUE,7,"ASV--ASV_36",8,"ASV_36",NA,0.00591391293744665,0.00184584405414476,0.00269989615784008,0.00654981305189467,0.0051517034275655,0.00992671187923868,0.00196936542669584,0.001129150390625,0.00828211881767632,0.00560431100846805,0.00295021138112473,0.00291056344711949,0.00672700256652708,0.00871425176265547,0.00332631112096685,0.0042098891120711,0.00436030765897519,0.00294912754976653,0.00473447176393344,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Unassigned--S_--Unassigned",0.00534798025135506,0.00380762007861824,0.00504781496182704,0.134,12.395,0.776453661409553,0.934087600900107,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Unassigned","Unassigned",0.535,0.505,0.591,0.185,0.27,0.655,0.515,0.993,0.673,0.871,0.333,0.421,0.436,0.295,38,205
"ASV--ASV_37",-1.12953532849899,-0.265115394807573,0.0385420210659504,FALSE,TRUE,7,"ASV--ASV_37",8,"ASV_37",NA,0.00396293134983539,0.00282470074952456,0.00347871235721703,0.00140542547267376,0.00367608988298643,0.00317217239116167,0.00581431697405439,0.003997802734375,0.00345332162715833,0.00406466512702078,0.00538337540679461,0.00582112689423898,0.00407942725921924,0.00599434893976604,0.00828805854307573,0.00558566986764989,0.00633734156646084,0.0066628437235466,0.0046667961592644,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Unassigned--O_--Unassigned--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00308667203389981,0.00475576812727368,0.00615794831661972,-0.874,12.181,0.017638264929445,0.189273520231972,"NotSig","Bacteria","Proteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",0.309,0.616,0.396,0.282,0.348,0.141,0.368,0.317,0.408,0.599,0.829,0.559,0.634,0.666,39,206
"ASV--ASV_378",0.749212938625131,0.0168307407334884,0.0346300974488258,FALSE,TRUE,7,"ASV--ASV_378",8,"ASV_378",NA,0.00182904523838556,0.0066002908602752,0.00381619937694704,0.0018562223223993,0.00168271719995858,0.00276197768540801,0.00328227571115974,0.00384521484375,0.00541410594088382,0.00311008468052348,0.00422762249460142,0.00306874624315859,0.00343104146967446,0.00541339882225567,0.00460139705067081,0.0050078419503068,0.00292492687682808,0.00494251931951612,0.0037675348937057,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Unassigned","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Micromonosporaceae--G_--Unassigned--S_--Unassigned",0.00309107544722895,0.00382467498567951,0.00438685424820866,-0.458,11.868,0.25158504811838,0.614026216697085,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Unassigned","Unassigned",0.309,0.439,0.183,0.66,0.382,0.186,0.168,0.276,0.343,0.541,0.46,0.501,0.292,0.494,40,207
"ASV--ASV_38",-0.908044105577592,0.480801109820962,0.0368799045681953,FALSE,TRUE,7,"ASV--ASV_38",8,"ASV_38",NA,0.00344470186562614,0.00159413804676138,0.00215472481827622,0.00567473681419215,0.00377964171067619,0.0057427258805513,0.00140668959049703,0.00103759765625,0.00626280362891425,0.00421862971516551,0.00304145503208735,0.00436584517067924,0.00591652032959611,0.0163194169373366,0.00194034815389733,0.0034119362738354,0.00411656375257285,0.00248491302804402,0.00427296602249773,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Pseudoduganella","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Pseudoduganella--S_--Pseudoduganella_violaceinigra",0.00373177818934723,0.00338883679893223,0.00569828307921372,-0.601,12.287,0.287055083184304,0.651501874739198,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella","Pseudoduganella_violaceinigra",0.373,0.57,0.344,0.159,0.215,0.567,0.378,0.574,0.592,1.632,0.194,0.341,0.412,0.248,41,208
"ASV--ASV_39",-0.994165212621927,-0.0834864014891366,0.037721510976553,FALSE,TRUE,7,"ASV--ASV_39",8,"ASV_39",NA,0.0064321424216559,0.00402729611813402,0.00550363447559709,0.00612553366391769,0.00986331158744952,0.00615292058630497,0.00250078149421694,0.0035400390625,0.00316066725197542,0.00384911470361817,0.00331518598497521,0.00297383656553513,0.0030798325003377,0.00456838046951332,0.00315999556491851,0.00470517018407947,0.00371032390856895,0.00379563638349581,0.00447021127371077,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00635080647550986,0.00322327084380348,0.00383655650181896,0.861,12.387,0.0247437635053771,0.217002805942157,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned",0.635,0.384,0.643,0.403,0.55,0.613,0.986,0.615,0.308,0.457,0.316,0.471,0.371,0.38,42,209
"ASV--ASV_4",-0.0781218788416597,0.213595313629866,0.0831204876303673,FALSE,TRUE,7,"ASV--ASV_4",8,"ASV_4",NA,0.0436836971101085,0.0112149009956371,0.0138888888888889,0.0201267534671581,0.0333178005591799,0.0138372347407569,0.0160987808690216,0.01800537109375,0.0128475270705297,0.0191224018475751,0.0201040177620974,0.0135404473409472,0.0303390517357828,0.0382370804615913,0.0151624348597405,0.0158765099193792,0.0301159137688224,0.0251768111193031,0.0217053124227928,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Rhizobacter","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Rhizobacter--S_--Unassigned",0.0226782126269549,0.0166197576639868,0.0258179669774366,-0.11,14.602,0.806762582410091,0.944300445105079,"NotSig","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Rhizobacter","Unassigned",2.268,2.582,4.368,1.121,1.389,2.013,3.332,1.384,3.034,3.824,1.516,1.588,3.012,2.518,43,210
"ASV--ASV_40",0.140875622181276,-0.585107022868661,0.034570250660181,FALSE,TRUE,7,"ASV--ASV_40",8,"ASV_40",NA,9.14522619192781e-05,0.00120259536860946,0.000155763239875389,0.00180318739890218,0.003650201926064,8.20389411507329e-05,0.00131291028446389,0.0081787109375,0.000204858062628036,0.00375673595073133,0.00486632805133976,0.00329020215761334,0.0248277725246522,0.0016108162349151,0.000498946668145027,0.00123820268002091,0.00693316000433322,0.00387755659321155,0.00375452440478197,"D_--Bacteria","D_--Bacteria--P_--Chloroflexi","D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia","D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia--O_--Herpetosiphonales","D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia--O_--Herpetosiphonales--F_--Herpetosiphonaceae","D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia--O_--Herpetosiphonales--F_--Herpetosiphonaceae--G_--Herpetosiphon","D_--Bacteria--P_--Chloroflexi--C_--Chloroflexia--O_--Herpetosiphonales--F_--Herpetosiphonaceae--G_--Herpetosiphon--S_--Unassigned",0.00116420652275351,0.00360162424071273,0.00649774245087966,-2.256,11.937,0.017235771604735,0.18727088109227,"NotSig","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Herpetosiphon","Unassigned",0.116,0.65,0.009,0.12,0.016,0.18,0.365,0.008,2.483,0.161,0.05,0.124,0.693,0.388,44,211
"ASV--ASV_41",-1.04193156354047,0.544742834377661,0.0367408320307732,FALSE,TRUE,7,"ASV--ASV_41",8,"ASV_41",NA,0.00722472869162297,0.00413916545474885,0.00423156801661475,0.00872424491527671,0.00774049911980946,0.0103642528987093,0.00181306658330728,0.0013427734375,0.00278021656423764,0.0019707467282525,0.00322394233401259,0.00303710968395077,0.0030798325003377,0.00382898941086377,0.00216210222862845,0.00352199873428171,0.00392698515870437,0.00322219491548565,0.00424080096535247,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Unassigned--S_--Unassigned",0.007070743182797,0.0023613092218768,0.00329035049138361,1.192,12.395,0.00224436228550786,0.0729002120144589,"Enriched","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Unassigned","Unassigned",0.707,0.329,0.722,0.414,0.423,0.872,0.774,1.036,0.308,0.383,0.216,0.352,0.393,0.322,45,212
"ASV--ASV_42",1.02371660736477,-0.11817453545215,0.0360778123140335,FALSE,TRUE,7,"ASV--ASV_42",8,"ASV_42",NA,0.00298744055602975,0.00780288622888466,0.00687954309449637,0.00334120018031874,0.00471160815988402,0.0032542113323124,0.00278211941231635,0.00360107421875,0.00295580918934738,0.00329484218629715,0.00477508440037714,0.00316365592078206,0.0040253951100905,0.00533417835168608,0.00415788890120856,0.00487026387474892,0.00154371140721482,0.00412331722235876,0.00408912387483909,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Lentzea","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Lentzea--S_--Unassigned",0.00482948159198766,0.00342876422131168,0.00400912581121794,0.369,12.145,0.373566141965272,0.728038903341208,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lentzea","Unassigned",0.483,0.401,0.299,0.78,0.688,0.334,0.471,0.325,0.403,0.533,0.416,0.487,0.154,0.412,46,213
"ASV--ASV_427",0.738998322023825,-0.333950051116533,0.0260598640888929,FALSE,TRUE,7,"ASV--ASV_427",8,"ASV_427",NA,0.00170710888915986,0.00223738673229668,0.00257009345794393,0.00161756516666225,0.00106140623382003,0.00144935462699628,0.000906533291653642,0.002288818359375,0.00222417325139011,0.0016320246343341,0.0016119711670063,0.00129709892752064,0.00334999324598136,0.00274630964641263,0.00252245260006653,0.00165093690669455,0.00411656375257285,0.00341334207148904,0.0021335073867431,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Unassigned","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00177381918447984,0.00166010327187997,0.00296659970386949,-0.661,11.239,0.0778663778736779,0.365283410254108,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unassigned","Unassigned","Unassigned",0.177,0.297,0.171,0.224,0.257,0.162,0.106,0.145,0.335,0.275,0.252,0.165,0.412,0.341,47,214
"ASV--ASV_43",0.291001611975044,-0.321222692888168,0.0385882593691349,FALSE,TRUE,7,"ASV--ASV_43",8,"ASV_43",NA,0.00442019265943178,0.00343998210090614,0.00106438213914849,0.00148497785791944,0.00116495806150979,0.00276197768540801,0.0166614567052204,0.005950927734375,0.00889669300556043,0.00886836027713626,0.00416679339395967,0.0174001075643013,0.00132378765365392,0.000475322823417571,0.00207894445060428,0.00132074952535564,0.000758314375473946,0.00196608503317768,0.00467800072480887,"D_--Bacteria","D_--Bacteria--P_--Firmicutes","D_--Bacteria--P_--Firmicutes--C_--Bacilli","D_--Bacteria--P_--Firmicutes--C_--Bacilli--O_--Bacillales","D_--Bacteria--P_--Firmicutes--C_--Bacilli--O_--Bacillales--F_--Bacillaceae_1","D_--Bacteria--P_--Firmicutes--C_--Bacilli--O_--Bacillales--F_--Bacillaceae_1--G_--Bacillus","D_--Bacteria--P_--Firmicutes--C_--Bacilli--O_--Bacillales--F_--Bacillaceae_1--G_--Bacillus--S_--Unassigned",0.00238941175072061,0.0103240564467588,0.00132053397694717,0.915,10.837,0.0325173241604962,0.243740968279958,"NotSig","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Unassigned",0.239,0.132,0.442,0.344,0.106,0.148,0.116,0.276,0.132,0.048,0.208,0.132,0.076,0.197,48,215
"ASV--ASV_44",-0.5933966620734,0.105073285321104,0.0343516580760479,FALSE,TRUE,7,"ASV--ASV_44",8,"ASV_44",NA,0.00487745396902817,0.00282470074952456,0.0059190031152648,0.00527697488796372,0.00965620793207,0.00421133231240429,0.00240700218818381,0.001129150390625,0.00286801287679251,0.00258660508083141,0.002646065877916,0.00170837419722231,0.00380926651357558,0.00549261929282527,0.00263332963743209,0.00143081198580194,0.00463113422164446,0.00262144671090358,0.00370719399666719,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Kinneretia","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Kinneretia--S_--Kinneretia_asaccharophila",0.00546094549437592,0.00222420176859517,0.00343643472703049,0.8,12.223,0.0901405685938533,0.39382004258505,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia","Kinneretia_asaccharophila",0.546,0.344,0.488,0.282,0.592,0.528,0.966,0.421,0.381,0.549,0.263,0.143,0.463,0.262,49,216
"ASV--ASV_45",1.08564784816286,-0.151699645596448,0.0343452766537666,FALSE,TRUE,7,"ASV--ASV_45",8,"ASV_45",NA,0.00307889281794903,0.00699183353842712,0.00612668743509865,0.00281085094534751,0.00517759138448794,0.00207831984248523,0.00315723663644889,0.002685546875,0.0028972783143108,0.00141647421093149,0.00316311323337084,0.00306874624315859,0.00497095771984331,0.00356492117563178,0.00338174963964963,0.00734666923479074,0.00219369515762106,0.00259413997433167,0.00370581690993802,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Lentzea","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Lentzea--S_--Unassigned",0.00437736266063258,0.00273139925220344,0.00400868881697803,0.238,12.074,0.591079561005062,0.856795408530679,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lentzea","Unassigned",0.438,0.401,0.308,0.699,0.613,0.281,0.518,0.208,0.497,0.356,0.338,0.735,0.219,0.259,50,217
"ASV--ASV_46",0.0485753326733719,0.406066817702799,0.0360964275896549,FALSE,TRUE,7,"ASV--ASV_46",8,"ASV_46",NA,0.00399341543714181,0.00341201476675243,0.00218068535825545,0.00450796849725544,0.00178626902764834,0.00317217239116167,0.00593935604876524,0.003326416015625,0.00474100087796313,0.00437259430331024,0.00565710635968247,0.00329020215761334,0.00351208969336755,0.00538699199873247,0.00479543186606054,0.00506287318052995,0.00371032390856895,0.00483329237322848,0.00409334468120347,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Sinobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Sinobacteraceae--G_--Steroidobacter","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Sinobacteraceae--G_--Steroidobacter--S_--Steroidobacter_denitrificans",0.00317542091303586,0.00455444596049324,0.00455016717008132,-0.464,11.919,0.169909081072991,0.525744665776148,"NotSig","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","Steroidobacter_denitrificans",0.318,0.455,0.399,0.341,0.218,0.451,0.179,0.317,0.351,0.539,0.48,0.506,0.371,0.483,51,218
"ASV--ASV_47",-0.827906240184292,0.179325956700624,0.0380601584911346,FALSE,TRUE,7,"ASV--ASV_47",8,"ASV_47",NA,0.00536519936593098,0.00455867546705448,0.00495846313603323,0.00525045742621516,0.00569535052293673,0.00691861737037847,0.00393873085339169,0.003173828125,0.00406789581504243,0.00412625096227868,0.00419720794428054,0.00373311398652283,0.00353910576793192,0.00359132799915498,0.00376981927042909,0.00616349778499298,0.00417072906510671,0.00469675869036891,0.00455083497516943,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Unassigned--S_--Unassigned",0.00545779388142484,0.00387283794775269,0.00432187309633077,0.45,12.289,0.177713355351179,0.535582861316097,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned",0.546,0.432,0.537,0.456,0.496,0.525,0.57,0.692,0.354,0.359,0.377,0.616,0.417,0.47,52,219
