OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_671	-1.695	6.446	0.180991056739597	0.538801644685633	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.001	0.005	0	0.003	0	0.005	0	0	0.024	0	0.003	0	0	0.005
ASV_965	0.995	7.19	0.181013715196037	0.538801644685633	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Glycomycetaceae	Glycomyces	Unassigned	0.012	0.006	0.003	0.02	0.021	0.005	0	0.025	0.008	0.003	0.006	0.014	0	0.008
ASV_2467	-1.269	6.339	0.181034075979513	0.538801644685633	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.001	0.004	0	0	0	0	0.003	0.005	0	0.005	0.008	0.006	0	0.005
ASV_1641	-0.864	6.855	0.182026170201031	0.541142207682387	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Nannocystis_exedens	0.004	0.008	0.012	0	0.003	0.003	0.003	0.005	0.008	0.011	0.008	0.008	0.011	0.003
ASV_2143	-1.392	6.337	0.182548669683655	0.54132693045649	NotSig	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0.001	0.004	0	0.008	0	0	0	0	0	0.011	0.006	0.003	0.003	0.003
ASV_356	-0.517	8.991	0.182806025083	0.54132693045649	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.036	0.055	0.03	0.056	0.036	0.037	0.028	0.03	0.068	0.058	0.039	0.072	0.043	0.049
ASV_2905	0.982	6.811	0.182838857844193	0.54132693045649	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium_vaccae	0.008	0.004	0.012	0.008	0.013	0.011	0	0.003	0.005	0	0.006	0	0.003	0.011
ASV_2368	-0.527	9.024	0.182911304133721	0.54132693045649	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Unassigned	0.038	0.057	0.04	0.067	0.047	0.034	0.013	0.027	0.054	0.055	0.072	0.047	0.057	0.057
ASV_462	0.607	8.456	0.183999598176349	0.543739077402435	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.034	0.025	0.024	0.031	0.021	0.045	0.039	0.046	0.011	0.026	0.044	0.025	0.016	0.025
ASV_2620	1.518	6.032	0.184675470462764	0.543739077402435	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium_cellulosum	0.002	0	0.006	0.003	0	0	0.003	0	0	0	0.003	0	0	0
ASV_2237	0.924	6.879	0.184768552403024	0.543739077402435	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	0.008	0.005	0	0.006	0.01	0.011	0.005	0.016	0.003	0	0.003	0.006	0.005	0.011
ASV_1324	1.23	6.743	0.184812401536967	0.543739077402435	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_koreense	0.008	0.003	0.006	0.014	0	0.003	0	0.025	0	0.003	0.006	0.008	0	0.003
ASV_1330	-1.037	6.981	0.185204749546021	0.543739077402435	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.01	0.003	0.011	0.005	0.003	0.003	0.003	0.003	0.026	0.006	0	0.005	0.019
ASV_2487	-1.374	6.207	0.185220826440003	0.543739077402435	NotSig	Bacteria	Bacteroidetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.003	0.003	0	0.003	0	0	0	0	0.003	0.003	0.003	0	0.011
ASV_2289	0.784	7.289	0.185345045104916	0.543739077402435	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_glycanilyticus	0.013	0.008	0.03	0.008	0.005	0.016	0.008	0.011	0.011	0.005	0.014	0.003	0.011	0.003
ASV_1767	1.211	6.805	0.185379685454194	0.543739077402435	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.004	0.009	0.022	0.013	0	0.005	0	0.003	0	0.014	0.003	0	0.003
ASV_1064	-1.668	6.741	0.185625113781506	0.543852644052497	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinophytocola	Unassigned	0.002	0.009	0.012	0	0	0	0	0.003	0.003	0	0	0.003	0.003	0.046
ASV_1631	-1.637	7.014	0.186047337690749	0.544218564054191	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rudaea	Rudaea_cellulosilytica	0.004	0.012	0.003	0.014	0	0.005	0	0	0	0	0	0.061	0.005	0.005
ASV_1437	0.709	7.359	0.186163704921616	0.544218564054191	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.013	0.009	0.009	0.014	0.008	0.011	0.021	0.016	0.008	0.011	0.014	0.006	0.003	0.011
ASV_2781	-1.448	6.22	0.186800025393365	0.54547266016642	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.003	0.006	0	0	0	0	0	0.008	0.005	0.003	0.003	0	0
ASV_2798	0.816	7.061	0.18786135025573	0.547850866810979	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Unassigned	0.01	0.006	0.024	0.006	0.005	0.008	0.005	0.014	0.003	0.003	0.008	0.014	0.005	0.003
ASV_128	-0.452	10.135	0.188030913238432	0.547850866810979	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.09	0.128	0.119	0.106	0.091	0.077	0.041	0.104	0.103	0.135	0.164	0.113	0.111	0.145
ASV_1548	1.038	7.006	0.188665502909317	0.548284943693419	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Marmoricola_scoriae	0.01	0.005	0.015	0.003	0.029	0.003	0.005	0.003	0.008	0	0.003	0.011	0.003	0.005
ASV_248	0.518	9.393	0.18879870739472	0.548284943693419	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.074	0.053	0.085	0.109	0.044	0.09	0.026	0.088	0.065	0.04	0.067	0.066	0.03	0.052
ASV_2180	-1.226	6.438	0.188860008160015	0.548284943693419	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.005	0.003	0.006	0	0.003	0	0	0.005	0	0.003	0	0.008	0.014
ASV_286	-0.549	9.092	0.189270908696522	0.548284943693419	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis	0.04	0.061	0.064	0.048	0.039	0.05	0.016	0.022	0.043	0.074	0.083	0.061	0.032	0.071
ASV_2919	-1.275	7.279	0.189346279020951	0.548284943693419	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	0.005	0.016	0.003	0.003	0.005	0.005	0.005	0.011	0.003	0.003	0.086	0	0.003	0.003
ASV_1394	0.808	6.994	0.18943025990776	0.548284943693419	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Unassigned	Unassigned	Unassigned	0.009	0.005	0.012	0.008	0.003	0.011	0.013	0.008	0.003	0.005	0.006	0.014	0	0.005
ASV_238	0.546	9.679	0.189841989007536	0.548872827559151	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea_lathyri	0.088	0.064	0.046	0.134	0.091	0.053	0.088	0.115	0.043	0.037	0.072	0.063	0.106	0.066
ASV_2119	0.854	6.929	0.190300897959544	0.549595677861208	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.009	0.005	0.021	0.006	0.01	0.005	0.003	0.008	0.005	0	0.011	0.008	0.003	0.003
ASV_2611	-1.542	6.406	0.191387957011579	0.552129073352482	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.002	0.005	0.009	0	0	0	0	0	0	0	0.003	0.014	0.003	0.011
ASV_28	-0.579	12.969	0.192032883717553	0.552370194269806	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinocorallia	Actinocorallia_herbida	0.644	0.959	0.802	0.889	0.151	1.169	0.344	0.506	1.081	1.199	0.676	0.892	1.232	0.672
ASV_1720	1.242	6.645	0.192262630905715	0.552370194269806	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas_indica	0.006	0.003	0.006	0.014	0.005	0	0.013	0	0	0	0.006	0.008	0.003	0
ASV_1755	1.014	6.645	0.192266621944538	0.552370194269806	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Unassigned	Unassigned	0.006	0.003	0.006	0.017	0.003	0.005	0.003	0.005	0	0	0.003	0.006	0	0.011
ASV_755	-0.703	7.564	0.192694358799723	0.552370194269806	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.01	0.017	0.012	0.014	0.005	0.013	0.005	0.011	0.022	0.018	0.008	0.033	0.008	0.014
ASV_2329	-0.947	6.589	0.192856659727169	0.552370194269806	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.006	0	0.008	0.005	0.003	0	0	0.005	0.005	0.003	0.006	0.005	0.011
ASV_1555	0.891	6.535	0.192986733279284	0.552370194269806	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.003	0.006	0.006	0.008	0.003	0.003	0.005	0.005	0	0.003	0.003	0.003	0.003
ASV_1712	-1.239	6.449	0.193415971416826	0.552370194269806	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.002	0.005	0	0.003	0	0.003	0	0.005	0.005	0.003	0.014	0	0.008	0
ASV_1066	0.708	7.409	0.193658779124088	0.552370194269806	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_dokdonensis	0.014	0.009	0.009	0.011	0.008	0.029	0.008	0.019	0.008	0.008	0.006	0.011	0.008	0.014
ASV_1831	1.416	6.688	0.193788624715641	0.552370194269806	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0.003	0.006	0	0.029	0.005	0	0	0.005	0	0.003	0.003	0	0.005
ASV_2888	-1.325	6.344	0.193835133854682	0.552370194269806	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.004	0.003	0	0	0	0	0.005	0	0.005	0.003	0	0.011	0.005
ASV_254	1.025	9.259	0.193842646284541	0.552370194269806	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.077	0.04	0.259	0.073	0.005	0.003	0.098	0.022	0.038	0.008	0.116	0.017	0.022	0.041
ASV_914	-0.858	7.427	0.193990900610149	0.552370194269806	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Unassigned	0.008	0.016	0.006	0.02	0.01	0.003	0.005	0.005	0.024	0.005	0.017	0.019	0	0.033
ASV_1422	-0.809	6.979	0.194630927574732	0.553593481566617	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.01	0.006	0.011	0.005	0.003	0.005	0	0.005	0.011	0.017	0.014	0.008	0.003
ASV_1992	-1.217	6.162	0.196223168669392	0.556942594785685	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_koreensis	0.001	0.003	0.003	0.003	0	0	0	0	0.003	0	0.006	0.003	0.003	0.003
ASV_1347	-0.809	7.196	0.196403194114475	0.556942594785685	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	0.006	0.012	0.006	0.006	0.01	0	0.005	0.011	0.027	0.008	0.006	0.014	0.005	0.014
ASV_280	0.504	9.326	0.19650090386359	0.556942594785685	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.066	0.05	0.07	0.048	0.057	0.106	0.065	0.049	0.046	0.042	0.044	0.069	0.041	0.06
ASV_569	-0.703	8.266	0.19665513894181	0.556942594785685	NotSig	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter_bracarensis	0.02	0.033	0.015	0.048	0.005	0.019	0.005	0.027	0.041	0.011	0.033	0.028	0.057	0.027
ASV_1638	1.323	7.372	0.197531683456094	0.558823504487078	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Reyranella	Reyranella_graminifolii	0.016	0.006	0.006	0	0.003	0.008	0.003	0.077	0	0.003	0.008	0.014	0.014	0
ASV_2867	-1.406	6.203	0.198994504175125	0.562357186342378	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.003	0	0.003	0	0.003	0	0	0.008	0	0.008	0	0	0.003
ASV_1964	-0.842	6.831	0.199609595868249	0.563451421573853	NotSig	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	0.004	0.008	0.003	0.008	0	0.008	0.005	0	0.011	0.003	0.011	0.011	0.003	0.011
ASV_563	0.68	7.88	0.19981002521034	0.563451421573853	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.022	0.015	0.018	0.017	0.01	0.021	0.018	0.046	0.011	0.003	0.019	0.019	0.022	0.014
ASV_2806	1.13	6.89	0.200453040171393	0.564659473973165	NotSig	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Spartobacteria_genera_incertae_sedis	Unassigned	0.009	0.004	0.003	0.014	0.003	0.005	0	0.03	0.003	0.003	0.008	0.011	0	0
ASV_1804	-1.472	7.138	0.201110989249115	0.565417633728981	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Unassigned	0.004	0.015	0.003	0.006	0.005	0	0.008	0.003	0	0	0	0.003	0.003	0.082
ASV_417	0.561	8.532	0.201151997404153	0.565417633728981	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unassigned	Unassigned	0.038	0.026	0.04	0.062	0.018	0.05	0.026	0.03	0.024	0.034	0.019	0.014	0.027	0.038
ASV_2662	-0.756	7.346	0.202004474254697	0.566953759676619	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.014	0.003	0.008	0.008	0.008	0.005	0.014	0.003	0.016	0.014	0.03	0.011	0.011
ASV_2568	1.359	6.31	0.202178052520226	0.566953759676619	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.001	0.003	0	0.008	0.011	0	0	0.003	0	0.003	0	0	0.003
ASV_98	0.605	10.891	0.202344956418223	0.566953759676619	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_aerilata	0.211	0.147	0.186	0.129	0.158	0.217	0.233	0.345	0.138	0.106	0.078	0.08	0.36	0.123
ASV_2794	1.39	6.577	0.203216214017202	0.567963659182952	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.007	0.002	0.012	0.022	0.005	0	0	0	0	0.003	0.008	0	0	0.003
ASV_1339	-0.654	7.686	0.203237033157294	0.567963659182952	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	0.012	0.019	0.018	0.008	0.013	0.013	0.005	0.011	0.016	0.018	0.011	0.019	0.011	0.041
ASV_2916	1.114	6.388	0.203353009103132	0.567963659182952	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus_ginsengisoli	0.004	0.002	0.009	0.006	0	0	0.005	0.005	0	0.003	0	0.006	0	0.003
ASV_653	-0.569	7.937	0.203855425185889	0.568507583720576	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.015	0.024	0.015	0.02	0.013	0.021	0.005	0.016	0.019	0.021	0.019	0.028	0.03	0.025
ASV_935	-0.92	7.3	0.204107735547128	0.568507583720576	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0.014	0.009	0	0.005	0	0.003	0.025	0.005	0.016	0.008	0.011	0.019	0.025
ASV_1954	0.987	6.905	0.204195996433274	0.568507583720576	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Unassigned	0.008	0.005	0	0.011	0.003	0.027	0.008	0.003	0.003	0.003	0.003	0.003	0.005	0.011
ASV_2392	-1.185	6.306	0.204539337280755	0.568560441588035	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned	0.001	0.004	0.006	0.003	0	0	0	0	0.005	0.008	0.003	0.003	0.003	0
ASV_1473	-0.851	6.657	0.20511350466264	0.568560441588035	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0.003	0.006	0.003	0.006	0	0.008	0	0.003	0.008	0.008	0.006	0.003	0.005	0.008
ASV_2295	-1.227	6.971	0.205127185779232	0.568560441588035	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_urinalis	0.004	0.01	0.009	0.008	0.003	0	0.003	0.003	0.041	0	0.003	0.017	0	0.003
ASV_1228	-0.924	7.081	0.205216250922389	0.568560441588035	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned	0.006	0.011	0.009	0.008	0.005	0.003	0	0.008	0.024	0.003	0.028	0.008	0.003	0.003
ASV_2518	-0.942	6.481	0.205454829129124	0.568560441588035	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned	0.002	0.005	0.003	0.003	0	0.003	0	0.005	0.005	0.003	0.006	0.008	0	0.008
ASV_1274	-0.882	6.822	0.205511584929769	0.568560441588035	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.008	0.003	0.014	0.003	0	0	0.005	0.014	0.003	0.014	0.008	0.005	0.005
ASV_1737	1.111	6.581	0.208035997561279	0.574825360798659	NotSig	Bacteria	Bacteroidetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.003	0.006	0.003	0.01	0.003	0.01	0	0.003	0	0.006	0	0	0.008
ASV_445	0.589	8.596	0.208213063033494	0.574825360798659	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Unassigned	0.038	0.028	0.037	0.036	0.031	0.021	0.054	0.049	0.014	0.013	0.036	0.041	0.016	0.049
ASV_2708	1.959	6.476	0.208479495258343	0.574957601703041	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans	0.005	0.001	0	0	0	0	0.028	0	0	0	0	0.003	0.003	0.003
ASV_505	-0.614	8.613	0.209319704930899	0.576670307511199	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.026	0.043	0.012	0.059	0.036	0.029	0.01	0.011	0.057	0.037	0.061	0.025	0.032	0.044
ASV_2602	-1.41	6.211	0.21010038183324	0.57766527542908	NotSig	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0.001	0.003	0	0	0	0	0	0.005	0.003	0.003	0.011	0	0.003	0
ASV_2029	1.126	6.708	0.210230379664672	0.57766527542908	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Unassigned	0.007	0.003	0.009	0.003	0.013	0.013	0	0.003	0	0	0.006	0	0.011	0.003
ASV_1048	-0.757	7.429	0.210407986391445	0.57766527542908	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Agromyces_indicus	0.009	0.016	0.012	0.02	0.005	0.011	0.005	0	0.008	0.008	0.014	0.011	0.016	0.038
ASV_1997	-1.12	6.289	0.210726351071321	0.57766527542908	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Unassigned	0.001	0.004	0.003	0	0	0.003	0	0.003	0	0	0.006	0.006	0.003	0.008
ASV_333	-0.63	8.814	0.210778663782561	0.57766527542908	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.031	0.05	0.067	0.034	0.031	0.005	0.013	0.038	0.027	0.053	0.086	0.061	0.024	0.052
ASV_1093	0.739	6.823	0.211301948125923	0.578496800748494	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.007	0.005	0.009	0.008	0.005	0.011	0.008	0.003	0.005	0	0.006	0.006	0.005	0.005
ASV_768	1.29	7.681	0.212105636450141	0.579343750344912	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharothrix	Unassigned	0.021	0.01	0.043	0.008	0.065	0	0.003	0.005	0	0.003	0.042	0.008	0	0.005
ASV_403	-1.886	7.997	0.212257473758648	0.579343750344912	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Cellvibrio	Cellvibrio_ostraviensis	0.009	0.032	0.043	0	0.008	0.003	0	0	0.189	0	0.003	0	0	0.003
ASV_472	-0.651	8.352	0.212271902444886	0.579343750344912	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.02	0.034	0.012	0.022	0.042	0.008	0.021	0.014	0.03	0.032	0.061	0.017	0.043	0.025
ASV_361	0.515	8.811	0.212996906180869	0.58035555641774	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	0.045	0.033	0.052	0.036	0.049	0.056	0.039	0.036	0.035	0.037	0.039	0.028	0.043	0.016
ASV_2074	1.275	7.224	0.213195886919115	0.58035555641774	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Phreatobacter	Phreatobacter_oligotrophus	0.011	0.006	0.003	0	0.008	0	0.054	0.003	0.008	0	0.006	0.003	0.008	0.011
ASV_1913	0.94	6.892	0.213304379724802	0.58035555641774	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	0.008	0.005	0.003	0.006	0	0.019	0.016	0.005	0.005	0	0.008	0.006	0.005	0.003
ASV_2678	-1.235	6.171	0.214303490823899	0.581946702224994	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.003	0	0.003	0	0.003	0	0	0	0.005	0.003	0.006	0	0.003
ASV_1537	0.78	8.314	0.214515501794349	0.581946702224994	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.032	0.02	0.037	0.017	0.047	0.053	0.01	0.03	0.016	0.011	0.022	0.061	0.008	0.003
ASV_258	0.83	9.487	0.21497842638238	0.581946702224994	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	0.077	0.047	0.034	0.025	0.044	0.207	0.129	0.022	0.049	0.087	0.019	0.014	0.084	0.027
ASV_2066	-0.836	6.749	0.215185892536196	0.581946702224994	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix_luteola	0.004	0.007	0.003	0.006	0.005	0.003	0.003	0.003	0.003	0.011	0.008	0.003	0.003	0.016
ASV_733	-0.63	7.616	0.21520025148422	0.581946702224994	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.011	0.018	0.015	0.017	0.008	0.008	0.005	0.014	0.008	0.011	0.014	0.019	0.024	0.033
ASV_495	0.571	8.467	0.215473580845893	0.581946702224994	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Unassigned	0.035	0.025	0.018	0.064	0.031	0.034	0.036	0.025	0.043	0.024	0.028	0.014	0.016	0.025
ASV_66	-0.429	10.957	0.215592388493962	0.581946702224994	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis	0.167	0.232	0.213	0.31	0.101	0.133	0.109	0.134	0.254	0.19	0.316	0.215	0.171	0.246
ASV_2399	-1.221	6.689	0.21565869808794	0.581946702224994	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.003	0.007	0.006	0.003	0	0.003	0.003	0.003	0.032	0	0.006	0.003	0	0.003
ASV_1110	1.667	7.347	0.216284065636811	0.582314895217197	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	0.019	0.005	0.104	0.006	0	0.003	0	0	0.008	0	0	0.003	0.019	0
ASV_2648	-1.469	6.214	0.216446183954535	0.582314895217197	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_kribbensis	0.001	0.003	0.003	0.003	0	0	0	0	0	0.003	0.003	0.014	0	0
